published_date,title,media,desc,link
2025-09-15 13:06:06.923674,রাকসু হল সংসদ ও সিনেট নির্বাচনে চূড়ান্ত প্রার্থী তালিকা প্রকাশ,Bangla Tribune,"রাজশাহী বিশ্ববিদ্যালয় (রাবি) কেন্দ্রীয় শিক্ষার্থী সংসদ (রাকসু), হল ছাত্র সংসদ এবং সিনেটে ছাত্র প্রতিনিধি নির্বাচনের চূড়ান্ত পদপ্রার্থী তালিকা প্রকাশ করা হয়েছে। এতে মোট ৯০৩ জন প্রার্থী প্রতিদ্বন্দ্বিতা করবেন। রাকসু নির্বাচনে ২৪৮ জন...",https://www.banglatribune.com/country/915252/%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%2595%25E0%25A6%25B8%25E0%25A7%2581-%25E0%25A6%25B9%25E0%25A6%25B2-%25E0%25A6%25B8%25E0%25A6%2582%25E0%25A6%25B8%25E0%25A6%25A6-%25E0%25A6%2593-%25E0%25A6%25B8%25E0%25A6%25BF%25E0%25A6%25A8%25E0%25A7%2587%25E0%25A6%259F-%25E0%25A6%25A8%25E0%25A6%25BF%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BE%25E0%25A6%259A%25E0%25A6%25A8%25E0%25A7%2587-%25E0%25A6%259A%25E0%25A7%2582%25E0%25A7%259C%25E0%25A6%25BE%25E0%25A6%25A8%25E0%25A7%258D%25E0%25A6%25A4-%25E0%25A6%25AA%25E0%25A7%258D%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25A5%25E0%25A7%2580&ved=2ahUKEwjVkrL929yPAxX7q5UCHYLZNiI4PBDF9AF6BAgJEAI&usg=AOvVaw3K_AzdVn0MKiONWwI36Bh1
2025-09-15 13:06:06.922032,"রাকসু নির্বাচনে ৯ প্যানেল, কার কোনটি?",Rupali Bangladesh,"রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে এ পর্যন্ত নয়টি প্যানেল ঘোষণা করা হয়েছে। এর মধ্যে ছয়টি প্যানেল রাজনৈতিক দলের ছাত্র সংগঠনের, বাকি তিনটির মধ্যে একটি প্যানেল পরিচালনা করছেন বৈষম্যবিরোধী ছাত্র আন্দোলনের...",https://www.rupalibangladesh.com/educational-news/74765/amp&ved=2ahUKEwjVkrL929yPAxX7q5UCHYLZNiI4PBDF9AF6BAgEEAI&usg=AOvVaw0G8NsPmBxEfmh9L01AIxL1
2025-09-15 13:06:06.920385,রাকসু নির্বাচনে চূড়ান্ত প্রার্থী তালিকা ও ব্যালট নম্বর প্রকাশ,Dinajpur TV,দীর্ঘদিন পর অনুষ্ঠিত হতে যাওয়া রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনের চূড়ান্ত প্রার্থী তালিকা ও ব্যালট নম্বর প্রকাশ করা হয়েছে। রোববার (১৪ সেপ্টেম্বর) বিকেল ৪টায় বিশ্ববিদ্যালয়ের সিনেট ভবনে রাকসু কোষাধ্যক্ষ...,https://www.dinajpurtv.com/education/6369&ved=2ahUKEwjVkrL929yPAxX7q5UCHYLZNiI4PBDF9AF6BAgDEAI&usg=AOvVaw1dlYAqxSqV5dNrfd8D0qQa
2025-09-15 13:06:06.918690,রাকসু নির্বাচনের প্রার্থীদের ব্যালট নম্বর প্রকাশ,Apan Desh,"রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু), হল সংসদ ও সিনেট -এ ছাত্র প্রতিনিধি নির্বাচনের ব্যালট নম্বর প্রকাশ করেছে নির্বাচন কমিশন। রোববার (১৪ সেপ্টেম্বর) বিকেল ৩টায় রাবির সিনেট ভবনে লটারির মাধ্যমে এ ব্যালট...",https://www.dailyapandesh.com/education/news/40076&ved=2ahUKEwjVkrL929yPAxX7q5UCHYLZNiI4PBDF9AF6BAgFEAI&usg=AOvVaw1-c7w-D_WH-s8E8DS4W1Rh
2025-09-15 13:06:06.917012,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ-রাকসু নির্বাচনে ঘোষিত নয়টি প্যানেল : সংবাদ অনলাইন,সংবাদ অনলাইন,"রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ-রাকসু নির্বাচনে ঘোষিত নয়টি প্যানেল, বাংলাদেশ এবং বিশ্বের বিভিন্ন খবর — রাজনীতি, অর্থনীতি, বাণিজ্য, খেলা, বিনোদন, সমাজ — এবং বিশ্লেষণ বাংলায় পড়তে ভিজিট করুন।১ দিন আগে",https://sangbad.net.bd/news/campus/2025/158964/&ved=2ahUKEwjVkrL929yPAxX7q5UCHYLZNiI4PBDF9AF6BAgGEAI&usg=AOvVaw153HLOteBt3IASkXpxWhuL
2025-09-15 13:06:06.915217,রাকসু নির্বাচনে চূড়ান্ত প্রার্থী তালিকা ও ব্যালট নাম্বার প্রকাশ,Swadesh Pratidin,"রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনের চূড়ান্ত প্রার্থী তালিকা প্রকাশ করা হয়েছে। সেই সাথে, লটারির মাধ্যমে প্রার্থীদের ব্যালট নম্বর প্রকাশ করেছে নির্বাচন কমিশন।১ দিন আগে",https://www.swadeshpratidin.com/news/123423&ved=2ahUKEwjVkrL929yPAxX7q5UCHYLZNiI4PBDF9AF6BAgIEAI&usg=AOvVaw0qvWjlreB_gFSBVRD1RzC6
2025-09-15 13:06:06.911850,লটারির মাধ্যমে বরাদ্দ হলো প্রার্থীদের ব্যালট নম্বর,Protidiner Bangladesh,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) ও সিনেট ছাত্র প্রতিনিধি নির্বাচনের প্রার্থীদের ব্যালট নম্বর লটারির মাধ্যমে বরাদ্দ দেওয়া হয়েছে। রোববার (১৪ সেপ্টেম্বর) বিকেলে বিশ্ববিদ্যালয়ের সিনেট ভবনে এক উৎসবমুখর পরিবেশে...,https://protidinerbangladesh.com/education/147654/%25E0%25A6%25B2%25E0%25A6%259F%25E0%25A6%25BE%25E0%25A6%25B0%25E0%25A6%25BF%25E0%25A6%25B0-%25E0%25A6%25AE%25E0%25A6%25BE%25E0%25A6%25A7%25E0%25A7%258D%25E0%25A6%25AF%25E0%25A6%25AE%25E0%25A7%2587-%25E0%25A6%25AC%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%25A6%25E0%25A7%258D%25E0%25A6%25A6-%25E0%25A6%25B9%25E0%25A6%25B2%25E0%25A7%258B-%25E0%25A6%25AA%25E0%25A7%258D%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25A5%25E0%25A7%2580%25E0%25A6%25A6%25E0%25A7%2587%25E0%25A6%25B0-%25E0%25A6%25AC%25E0%25A7%258D%25E0%25A6%25AF%25E0%25A6%25BE%25E0%25A6%25B2%25E0%25A6%259F-%25E0%25A6%25A8%25E0%25A6%25AE%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25B0&ved=2ahUKEwjVkrL929yPAxX7q5UCHYLZNiI4PBDF9AF6BAgBEAI&usg=AOvVaw2vZ4BBbJFJ7lDJBy6mdFR8
2025-09-15 13:06:06.908933,রাকসু নির্বাচনে প্রার্থীদের চূড়ান্ত তালিকা প্রকাশ,এখন টিভি,"রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদের (রাকসু) চূড়ান্ত প্রার্থী তালিকা প্রকাশ করা হয়েছে। তালিকার তথ্যানুযায়ী, কেন্দ্রীয় সংসদ ও সিনেটে ৩০৫ জন ও হল সংসদে ৫৯৭ জন প্রার্থী রয়েছেন। আজ (রোববার, ১৪ সেপ্টেম্বর) এ তালিকা প্রকাশ...",https://ekhon.tv/education/campus/68c6db72905cc81b236506c8&ved=2ahUKEwjVkrL929yPAxX7q5UCHYLZNiI4PBDF9AF6BAgKEAI&usg=AOvVaw3VwS_sbfwlXE1qpMH2EDmm
2025-09-15 13:06:06.907239,রাকসু হল সংসদে বিনা প্রতিদ্বন্দ্বিতায় ৪২ জন নির্বাচিত,Bangla Tribune,রাজশাহী বিশ্ববিদ্যালয় (রাবি) শিক্ষার্থী সংসদের (রাকসু) হল সংসদে বিনা প্রতিদ্বন্দ্বিতায় ৪২ জন নির্বাচিত হয়েছেন। তাদের মধ্যে মেয়েদের ছয়টি হলে ৩৯ জন এবং ছেলেদের একটি হলে তিন জন রয়েছেন।১ দিন আগে,https://www.banglatribune.com/country/915263/%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%2595%25E0%25A6%25B8%25E0%25A7%2581-%25E0%25A6%25A8%25E0%25A6%25BF%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BE%25E0%25A6%259A%25E0%25A6%25A8-%25E0%25A6%25B9%25E0%25A6%25B2-%25E0%25A6%25B8%25E0%25A6%2582%25E0%25A6%25B8%25E0%25A6%25A6%25E0%25A7%2587-%25E0%25A6%25AC%25E0%25A6%25BF%25E0%25A6%25A8%25E0%25A6%25BE-%25E0%25A6%25AA%25E0%25A7%258D%25E0%25A6%25B0%25E0%25A6%25A4%25E0%25A6%25BF%25E0%25A6%25A6%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25A8%25E0%25A7%258D%25E0%25A6%25A6%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BF%25E0%25A6%25A4%25E0%25A6%25BE%25E0%25A7%259F-%25E0%25A7%25AA%25E0%25A7%25A8&ved=2ahUKEwjVkrL929yPAxX7q5UCHYLZNiI4PBDF9AF6BAgCEAI&usg=AOvVaw3IHDDO3HbEYwGHE8R2bsN3
2025-09-15 13:06:06.905599,রাকসুতে ৩৯ প্রার্থী বিনা প্রতিদ্বন্দ্বিতায় নির্বাচিত,Daily Naya Diganta,"যে পদগুলো ফাঁকা আছে, সেগুলো ছাড়াই হল সংসদ চলবে। অন্য কোনোভাবে সেগুলো পূরণ করার উপায় নেই।১ দিন আগে",https://dailynayadiganta.com/bangladesh/education-campus/xb24YtHZBPPz/&ved=2ahUKEwjVkrL929yPAxX7q5UCHYLZNiI4PBDF9AF6BAgHEAI&usg=AOvVaw3BMZq4lNZoFLSZHyHU7X8d
2025-09-15 13:06:06.903963,রাকসুতে ১১ প্যানেলের লড়াই: শিবির-ছাত্রদলসহ আলোচনায় ৬ প্যানেল,The Daily Campus,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনকে ঘিরে শুরু হয়েছে আনুষ্ঠানিক প্রচার-প্রচারণা। এবারের নির্বাচনে ইসলামী ছাত্রশিবির.,https://thedailycampus.com/universities/218216/amp&ved=2ahUKEwjE0Mn629yPAxVRlZUCHYPLEEU4MhDF9AF6BAgDEAI&usg=AOvVaw1sMm9L_jHpwwlEaFZmLqvV
2025-09-15 13:06:06.902293,রাকসু নির্বাচনে প্রতিদ্বন্দ্বিতা করবেন ৯০৩ জন প্রার্থী,kholakagojbd.com,"রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু), সিনেটে ছাত্র প্রতিনিধি ও হল সংসদ নির্বাচনে মোট ৯০৩ জন প্রার্থী প্রতিদ্বন্দ্বিতা করবেন। এদের মধ্যে কেন্দ্রীয় সংসদে ২৪৮জন, সিনেটে ছাত্র প্রতিনিধি নির্বাচনে ৫৮ জন ও ১৭ টি...",https://www.kholakagojbd.com/news/20318&ved=2ahUKEwjE0Mn629yPAxVRlZUCHYPLEEU4MhDF9AF6BAgIEAI&usg=AOvVaw20xTuVjTjV34jyGBINNCw9
2025-09-15 13:06:06.900543,রাকসু নির্বাচনে চূড়ান্ত প্রার্থী তালিকা প্রকাশ,সময় নিউজ,"রাকসু নির্বাচনে ব্যালট নম্বরসহ চূড়ান্ত প্রার্থী তালিকা প্রকাশ করা হয়েছে। রাকসুতে ২৪৭ জন, সিনেটে ৫৮ জন ও হল সংসদে ৫৯৭ জন প্রার্থী প্রতিদ্বন্দ্বিতা ক...",https://www.somoynews.tv/news/2025-09-14/J9JDsuUZ&ved=2ahUKEwjE0Mn629yPAxVRlZUCHYPLEEU4MhDF9AF6BAgHEAI&usg=AOvVaw0lWX6PuCk3M-5oHVD6brXH
2025-09-15 13:06:06.898240,রাকসু নির্বাচন: লটারির মাধ্যমে বরাদ্দ হলো প্রার্থীদের ব্যালট নাম্বার,Jugantor,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) ও সিনেট ছাত্র প্রতিনিধি নির্বাচনের প্রার্থীদের ব্যালট নাম্বার লটারির মাধ্যমে বরাদ্দ দেওয়া হয়েছে।১ দিন আগে,https://www.jugantor.com/campus/1003185&ved=2ahUKEwjE0Mn629yPAxVRlZUCHYPLEEU4MhDF9AF6BAgCEAI&usg=AOvVaw23qiImOmCTnFlc4Dp-PBN1
2025-09-15 13:06:06.894977,রাকসু নির্বাচন: ভোট গণনা হবে ওএমআর মেশিনে,Jugantor,বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) ও সিনেট ছাত্র প্রতিনিধি নির্বাচনে ওএমআর মেশিনেই ভোট গণনা করা হবে বলে জানিয়েছেন প্রধান নির্বাচন কমিশনার প্রফেসর এফ.,https://www.jugantor.com/campus/1003190&ved=2ahUKEwjE0Mn629yPAxVRlZUCHYPLEEU4MhDF9AF6BAgGEAI&usg=AOvVaw344AgGC0H3QxeAP06K_dcc
2025-09-15 13:06:06.892852,রাকসু নির্বাচন ১১ প্যানেলের লড়াইয়ে শক্ত অবস্থানে ছাত্রদল-সমন্বয়ক-শিবির,Sarabangla,"রাজশাহী: দীর্ঘ ৩৫ বছর পর আগামী ২৫ সেপ্টেম্বর অনুষ্ঠিত হতে যাচ্ছে রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু), হল সংসদ ও সিনেট প্রতিনিধি নির্বাচন। এই নির্বাচন ঘিরে এরই মধ্যে শুরু হয়েছে আনুষ্ঠানিক প্রচার-প্রচারণা।১ দিন আগে",https://sarabangla.net/news/post-1056438/&ved=2ahUKEwjE0Mn629yPAxVRlZUCHYPLEEU4MhDF9AF6BAgBEAI&usg=AOvVaw3NQv0KDGocRK3sOtLqHaC2
2025-09-15 13:06:06.891164,রাকসু নির্বাচন: লটারির মাধ্যমে বরাদ্দ হলো প্রার্থীদের ব্যালট নাম্বার,Dinajpur TV,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) ও সিনেট ছাত্র প্রতিনিধি নির্বাচনের জন্য প্রার্থীদের ব্যালট নম্বর লটারির মাধ্যমে বরাদ্দ করা হয়েছে। রোববার (১৪ সেপ্টেম্বর) বিকেলে বিশ্ববিদ্যালয়ের সিনেট ভবনে একটি উৎসবমুখর পরিবেশে...,https://www.dinajpurtv.com/education/6375&ved=2ahUKEwjE0Mn629yPAxVRlZUCHYPLEEU4MhDF9AF6BAgEEAI&usg=AOvVaw08za4GW8XPSFGxHKt43inZ
